,name,artwork,poseType,sod,gRoq1_mat,gRoq2_mat,gRoq3_mat,gRoq4_mat,reasons,tempo_score,tempo,pitch_score,pitch,density_score,density,additional_perception
0,나비,A7,ballet,7,"[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]","[0, 0, 0, 0]",움직이는 동작이 뭔가를 하고잇는것같아서. ,8.0,8,4.0,4,8.0,8,
1,rub,A7,ballet,8,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 1, 1, 0]","I think tipping toe is not a regular pose that we will do in our dailylife as a static pose, as a result, I assumed it will be a capture of the move during a dance.",8.0,8 |  It reminds me of playful musics like Ｍozart,7.0,7 |  high pitch will be more vivid in general,9.0,9 |  Still think it should be a playful music with a lot of ornaments,
2,Daisy,A7,ballet,8,"[0, 0, 0, 0]","[1, 1, 1, 1]","[1, 1, 1, 1]","[0, 1, 0, 0]","I could see two people who are dancing in the middle, although other people around these two are standing still, which affected my scoring for the “dynamic feeling .”",8.0,8 |  The two people are dancing enthusiastically.,8.0,"8 |  I think the two people’s movements are of some high-pitched dance, probably because this is an old painting and I think they are dancing to some classic music.",8.0,"8 |  Again, they look so enthusiastic while dancing, so they might have heard some happy music.",
3,Doky,A7,ballet,5,"[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]","[0, 0, 0, 0]","그림의 색채가 제일 밝기도 하고, 인물의 팔다리 움직임이 가장 역동적으로 보여짐.",7.0,7 |  조금 빠른 템포의 음악이 가미되어야 춤을 추는 인물의 동작에 이입감을 줄 수 있을 것 같음.,4.0,4 |  너무 높지 않지만 낮지도 않은 (낮음에 가까운) 보통의 피치가 그림의 어두운 배경 색채와 어울릴 것 같음.  가장 역동적인 움직임의 중앙 인물의 색채는 밝지만 전반적으로 그림을 봤을때에는 어두운 느낌이 강함. ,8.0,8 |  일단 역동적임을 보여주는 동작이 해당 그림에서는 '춤'이기 때문에 음악의 밀도는 높은 것이 좋을 것 같음.,
4,chanpig,A7,ballet,5,"[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 0, 0, 0]","[0, 1, 1, 0]",몸이 기울어져있음 ,5.0,5 |  두명만 살짝의 기울임만 잇어서 ,5.0,5 |  색감이 주는 무거움,5.0,5 |  춤을 우와하게 출듯해서 적당히 천천히 움직일듯함  ,
5,곤듀,A7,ballet,5,"[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]",선택한 부분에서 두 사람이 합을 맞추어 춤을 추고 있음이 느껴짐,5.0,5 |  그림의 색감 등 전체적인 분위기가 우아한 파티를 연상캐 함,3.0,3 |  샘플상의 보통피치는 본 그림에서 느껴지는 분위기에 비해 가볍다고 생각됨. 매우 낮은 피치 또는  매우 낮은 - 보통의 사이정도의 피치가 적당할 것으로 생각함.,5.0,5 |  그림을 보자마자 우아함이 연상됨. 따라서 보통의 음의 밀도가 적합하다고 생각함.,
6,이인애,A7,ballet,4,"[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 0, 0, 0]","[0, 1, 1, 0]",움직임표현,4.0,4,5.0,5,3.0,3,
7,고고,A7,ballet,5,"[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 1, 0, 0]","[0, 0, 0, 0]",손,5.0,5,5.0,5,5.0,5,
8,경,A7,ballet,6,"[0, 0, 0, 0]","[0, 1, 1, 1]","[1, 1, 0, 1]","[1, 1, 0, 0]","동적인 팔, 다리 동작과 다른 인물의 정적인 다리 동작으로 약간만 동적이라고 느낌.",5.0,5 |  빠르지 않게 적당히 동적인 느낌을 잘 드러냄.,2.0,2 |  고풍스러운 옷과 어울리는 적당히 동적인 분위기를 잘 드러냄.,2.0,2 |  너무 화려하지 않게 적당히 동적인 분위기를 잘 드러냄.,
9,yoni,A7,ballet,5,"[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]",인물의 움직임 (두 사람 제외하곤 움직임이 느껴지지않음),3.0,3,6.0,6,2.0,2,
10,밍경댕,A7,ballet,8,"[0, 1, 1, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 1, 1, 0]",발 끝이 세워져 있어 현재 정지상태가 아니라 움직이고 있는 것 같은 느낌을 줌,5.0,5 |  복장이 중세시대의 것으로 추정하였을 때 노래의 템포가 빠르지 않을 것 같고 춤 추는 방식이 그렇게 빠른 템포는 아닐 것 같아서,3.0,3 |  낮음 음의 중후한 음악에 맞춰 춤을 출 것 같은 느낌이 듬,9.0,9 |  오케스트라의 실제 연주를 음악삼아 춤을 추는 그림 같아서 밀도가 높을 것으로 예상됨.,
11,배뀽,A7,ballet,4,"[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]",가운데 두 사람의 손끝과 발끝,5.0,5 |  클래식 분위기라서 ,5.0,5 |  격렬하지 않아서 ,7.0,7 |  밀도는 높여서 간격이 없을 것 같음,
12,미지,A7,ballet,6,"[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]",춤을 추는 모습,6.0,6 | 춤을 추고있는 두명 빼고는 크게 역동적이어보이지 않아서 보통보다 약간 빠른 음악이 어울린다,3.0,3 | 상류층으로 보이기때문에 높지않은 음이 어울림,4.0,4 | 약간 가벼운 분위기로 보이기때문에,
13,boldmas,A7,ballet,6,"[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]","[0, 0, 0, 0]",This is where the most movement is taking place.,9.0,9 | It feels like they are dancing to a fast and lively music.,7.0,"7 | They seem to be dancing happily and to me, it is associated with a higher pitch.",1.0,"10 | They seem to be dancing happily with quick movements, and to me, it is associated with a higher density.",
14,Seong Ho,A7,ballet,8,"[0,0,0,0]","[0,1,1,0]","[0,1,1,0]","[0,1,1,0]",춤 추는 남자와 여자가 역동적임. 그렇다고 춤이 너무 역동적이진 않음.,7.0,  이제 막 춤추기 시작한 느낌 표현 원함.,8.0,  춤을 막 배우는 느낌 표현 원함.,9.0,  다수의 사람들이 있다는 느낌을 표현하였으면 함.,널부러진 꽃
15,6400dc9af341e8a575a457f6,A7,ballet,4,"[0,0,0,0]","[1,1,1,0]","[1,1,1,0]","[1,1,1,0]",the four people on the left are more accentuated and highlighted than the other figure far right,6.0,,6.0,,6.0,,
16,6400dc9af341e8a575a457f6,A7,ballet,4,"[0,0,0,0]","[1,1,1,0]","[1,1,1,0]","[1,1,1,0]",the four people on the left are more accentuated and highlighted than the other figure far right,6.0,,6.0,,6.0,,
17,5e4875f3110b3730eefa32a1,A7,ballet,2,"[0,0,0,0]","[0,0,0,0]","[0,0,0,0]","[0,1,0,0]",not particularly dynamic,2.0,,3.0,,4.0,,
18,5e909d9ac9ce2503b2650797,A7,ballet,3,"[0,0,0,0]","[0,1,1,0]","[0,1,1,0]","[0,1,1,0]",all of their posing shows movement,6.0,,6.0,,4.0,,
19,5fc00a11268eb941e7d8b066,A7,ballet,7,"[0,0,0,0]","[0,0,1,0]","[0,0,0,0]","[0,0,0,0]",The middle performer's face looks a little distorted so that's why I gravitated towards it first.,4.0,,3.0,,6.0,,
20,5b295f60bbd4880001117976,A7,ballet,5,"[0,0,0,0]","[1,1,1,1]","[0,1,1,1]","[0,1,1,1]",Lady  and man dancing to musicians,6.0,,6.0,,5.0,,
21,630100561dc47fd83f5b4745,A7,ballet,9,"[0,0,0,0]","[0,1,1,0]","[0,1,1,0]","[0,0,0,0]",They look to be dancing with arms up in the air. ,10.0,,8.0,,8.0,,
22,5f7959d0b6791155e6932dd1,A7,ballet,5,"[0,0,0,0]","[0,1,1,0]","[0,1,1,0]","[0,0,0,0]","The two dancers in the middle are what brings dynamism to the picture as it is in contrast to the others in the picture who look static, just watching.",6.0,  The figure look like they are dancing to jolly music and so the accopanying music should be the same.,6.0,  The dance looks like it is of high pitch and so should the music.,4.0,"  The music should be light, like you could spring up to it, just as the figures are doing.",There should be a repeat melody that would be good for a dance with repeated choreography.
