,name,artwork,poseType,sod,gRoq1_mat,gRoq2_mat,gRoq3_mat,gRoq4_mat,reasons,tempo_score,tempo,pitch_score,pitch,density_score,density,additional_perception
0,나비,A3,running,8,"[0, 0, 0, 0]","[0, 0, 1, 1]","[0, 1, 1, 0]","[0, 1, 1, 0]",힘찬 발걸음 + 손의 자연스러운 움직임의 범위,9.0,9,7.0,7,9.0,9,
1,rub,A3,running,8,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 0, 0, 0]","they seems are running in speed, or pursuing something",4.0,4 |  even though they are running but it's not stressful at all,7.0,7 |  it reminds me of harps or bells,7.0,7 |  it's really light but not mad,
2,Daisy,A3,running,8,"[0, 0, 0, 0]","[0, 1, 1, 0]","[1, 1, 1, 1]","[0, 1, 1, 0]",There are two children at the center of the painting.,6.0,"6 |  While the children look very active, they are painted as being surrounded by some orange aura that sets the boundary for their activeness.",6.0,6 |  The sunlight and the sea make me feel like the pitch is at this level.,7.0,"7 |  The children’s activities, and the motion of the waves that makes the reflection of the sunlight on the water look like the water is moving fast, almost like dancing.",
3,Doky,A3,running,7,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 0, 0, 0]",주체가 아이들이라는 점과 뛰어노는 움직임 그 자체.,8.0,8 |  경쾌하고 발랄한 아이들의 역동적 이미지를 잘 표현하기 위해 빠른 템포가 어울림.,8.0,8 |  분위기와 색채가 밝고 발랄하기 때문에 높은 핏치의 음악이 더 어울림. ,7.0,"7 |  경쾌하고 발랄함을 위하여 밀도 있는 화음이 있는 것이 좋을 것 같음,",
4,chanpig,A3,running,7,"[0, 0, 0, 0]","[0, 0, 1, 1]","[0, 1, 1, 0]","[0, 1, 1, 0]",몸의 움직임? 물의 튐? ,6.0,6 |  몸의 움직임? 물의 튐? 앞쪽으로 몸이 기울어져짐,6.0,6 |  몸의 움직임? 물의 튐? 애들이 기분좋게 뛰어다녀서 높은 느낌 ,4.0,4 |  몸의 움직임? 물의 튐? 밀도는 아이들이랑 가벼운 느낌이 듬,
5,곤듀,A3,running,8,"[0, 0, 0, 0]","[0, 1, 1, 1]","[1, 1, 1, 0]","[0, 1, 1, 0]",물속을 달려가는 인물들의 사실적인 인체표현에서 역동적인 느낌을 받음,5.0,"5 |  인물들의 행위에서는 매우 역동적임을 느끼나, 그림 주변으로 감싸고있는 색감이 주는 감성적인 느낌에 빠른 템포는 어울리지 않을 것으로 생각함.",7.0,7 |  그림속의 인물들이 어린 형제를 연상케함에 따라 약간의 높은 피치가 어울릴 것으로 생각됨,3.0,3 |  역동적임이 느껴지는 그림이나 분주하고 급박한 느낌은 들지 않으므로 높은 밀도의 음은 어울리지 않을 것으로 생각함 ,
6,이인애,A3,running,6,"[0, 0, 0, 0]","[0, 0, 0, 1]","[1, 1, 1, 0]","[0, 0, 0, 0]","밝은빛, 움직임",6.0,6,6.0,6,4.0,4,
7,고고,A3,running,8,"[0, 0, 0, 0]","[0, 0, 1, 0]","[1, 1, 1, 0]","[0, 1, 1, 0]",손을잡고 뛰는 모습,8.0,8,8.0,8,8.0,8,
8,경,A3,running,10,"[0, 0, 0, 0]","[0, 0, 0, 1]","[0, 1, 1, 0]","[0, 1, 1, 0]",아이들이 달리는 모습과 물이 튀는 모습까지 역동성을 잘 느낄 수 있게 함.,9.0,9 |  아이들이 달리는 역동적인 장면이 빠른 속도의 음악과 잘 어울림.,6.0,6 |  밝은 아이들의 가벼운 움직임을 잘 드러냄.,6.0,6 |  가벼운 아이들의 움직임을 잘 드러냄.,
9,yoni,A3,running,8,"[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]","[0, 1, 0, 0]",인물의 연령대가 주는 역동적임 스포트라이트되는듯한 그림의 느낌,5.0,5,5.0,5,7.0,7,
10,밍경댕,A3,running,9,"[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]",아이들의 뛰 놈과 물의 튀김이 역동적으로 느껴지고 뭔가 이유는 모르겠지만 아이들 엉덩이가 보이면 더 역동적으로 느껴지는듯 합니다.,4.0,4 |  아이들의 순수함을 표현하기 위해 조금은 느림 템포의 음악이 상상됨.,8.0,8 |  아이들의 웃음소리와 같은 높은 음의 음악이 상상감.,3.0,3 |  아이들의 가벼운 속성과 물 역시 깊은 바다보다는 가벼운 냇가의 느낌이 들어 밀도가 낮을 것으로 상상됨.,
11,배뀽,A3,running,4,"[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]","[0, 0, 0, 0]",아이들 뛰고 있음 c3의 다리가 접혀있음,4.0,4 | 천천히 천국으로 가는 느낌,5.0,5 | 빠른 것 같은데 주위에 주황색이 빠름을 상쇄함,9.0,9 | 공간은 여유가 없을 것 같음,
12,미지,A3,running,8,"[0, 0, 0, 1]","[0, 1, 1, 1]","[0, 1, 1, 1]","[0, 1, 1, 1]","윤슬, 뛰는 모습, 물의 첨벙임",5.0,5 | 잔잔한 물가에서 가볍게 뛰는 모습이 보통템포와 어울림,7.0,7 | 밝은 분위기를 표현,3.0,3 | 아이들이 달리고있으나 배경이 고요하여 전체적으로 단조로운 느낌이 들기때문에,
13,boldmas,A3,running,9,"[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]",The running boys in movement and the splashing water,9.0,9 | It looks like a very happy scene with the boys moving swiftly and the water splashing.,1.0,10 | The scene is very bright; it has bright shades of yellow and blue and it portrays the nostalgic feeling of childhood where everything seems beautiful and bright.,6.0,6 | the image is not too complex but very intricately portrayed.,
14,Seong Ho,A3,running,9,"[0,0,0,0]","[0,0,1,1]","[0,1,1,0]","[0,1,1,0]","달리는 아이들, 물결이 침. 역동적 임.",7.0,"  평온한 느낌이 났으면 해서, 너무 빠르진 않았으면 함.",8.0,  주황색 느낌,7.0,"  평온한 느낌이 같이 있어서, 너무 Dense 하지 않았으면 함.",평온함. 회상을 표현한 것 같은 작화?
15,5e67524094c67a000a04ca8e,A3,running,3,"[0,0,0,0]","[0,1,1,0]","[0,1,1,0]","[0,0,0,0]","The dynamics are very similar to the other similar photos I've seen, just focusing in on the middle. ",4.0,,4.0,,4.0,,
16,6400dc9af341e8a575a457f6,A3,running,6,"[0,0,0,0]","[0,1,1,1]","[0,1,1,0]","[0,1,1,0]",indicates movement,6.0,,8.0,,3.0,,
17,5e4875f3110b3730eefa32a1,A3,running,7,"[0,0,0,0]","[0,0,0,0]","[0,1,1,0]","[0,0,0,0]",the nudity,3.0,,4.0,,5.0,,
18,5e909d9ac9ce2503b2650797,A3,running,4,"[0,0,0,0]","[0,0,0,0]","[0,1,1,0]","[0,1,1,0]",looks like they are running and carefree ,7.0,,7.0,,5.0,,
19,5fc00a11268eb941e7d8b066,A3,running,8,"[0,0,0,0]","[0,0,0,0]","[0,0,1,0]","[0,0,0,0]","The right child's buttocks are very defined here, and him holding hands with the other boy too.",7.0,,8.0,,3.0,,
20,5b295f60bbd4880001117976,A3,running,6,"[0,0,0,0]","[0,0,0,0]","[0,1,1,0]","[0,1,1,0]",Figures are running through the water.,6.0,,4.0,,5.0,,
21,630100561dc47fd83f5b4745,A3,running,10,"[0,0,0,0]","[0,1,1,1]","[1,1,1,0]","[0,1,1,0]",The movement of water and children playing and running into the water is very dynamic. ,6.0,,5.0,,5.0,,
22,5f7959d0b6791155e6932dd1,A3,running,7,"[0,0,0,0]","[0,1,1,0]","[0,1,1,0]","[0,0,0,0]",The two naked children are what brings the dynamism to the picture.,7.0,  The fun in the picture would be best depicted in a faster tempo.,7.0,  The pitch should be high like you would hear from children's voices when having fun.,3.0,  The music should be light like the carefree days of childhood.,There should be a fun yet serene quality to the music like the picture.
23,5967e9a831394d0001abdb3f,A3,running,8,"[0,0,0,0]","[0,1,1,0]","[0,1,1,0]","[0,1,1,0]","The children are running away, so creating the dynamism",3.0,  To give a feel of gentle running,3.0,,1.0,,
24,657421f9661ce9a8cd7482d1,A3,running,10,"[0,0,1,0]","[0,1,1,1]","[1,1,1,0]","[0,1,1,0]",The area covered shows the beauty of the art work,8.0,  High tempo is the best for such and environment and play state,9.0,  High pitch is needed for this kind of atmosphere,9.0,  High density is also the perfect,
25,5e56590389b924000c184113,A3,running,6,"[0,0,0,0]","[0,1,1,1]","[1,1,1,0]","[0,1,1,0]",Movement and joy of children,6.0,,8.0,,6.0,,
26,65c4bfbc22bc351322c66e32,A3,running,6,"[0,0,0,0]","[0,0,1,0]","[0,0,0,0]","[0,0,0,0]",Beautiful look,2.0,,3.0,,6.0,,
27,63f77942d3cad20e65a411a9,A3,running,7,"[0,0,0,0]","[1,1,1,1]","[1,1,1,1]","[1,1,1,1]",almost the whole image seems in motion,7.0,,7.0,,7.0,,
28,5c584d2040378900013b6fb9,A3,running,6,"[0,0,0,0]","[0,1,1,1]","[1,1,1,0]","[0,1,1,0]","They are running together and holding hands, as though brothers. It also includes the still calm water in the background with their splashes around their feet",6.0,,7.0,  they are happy children,6.0,,
29,613e454dca2db9fcef1f8e8d,A3,running,7,"[0,0,0,1]","[0,1,1,0]","[0,1,1,0]","[0,0,1,0]",They show movement of bodies and water,7.0,"  There is a lightness, playfulness almost magical quality to the image",8.0,  The quality of the light reflected on the water puts me in mind of higher pitched sounds,3.0,"  It should be light, playful, magical. The water is not deep and looks still and calm",
