,name,artwork,poseType,sod,gRoq1_mat,gRoq2_mat,gRoq3_mat,gRoq4_mat,reasons,tempo_score,tempo,pitch_score,pitch,density_score,density,additional_perception
0,나비,A17,lying,1,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 1, 1, 1]","[0, 1, 1, 1]",너무 평온해보이는 자세,1.0,1,1.0,1,1.0,1,
1,rub,A17,lying,4,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 0, 0, 0]",the horse is eating grass,3.0,3 |  they are resting and the color is not really energetic,4.0,4 |  relaxing and not dangerous,3.0,3 |  relaxing and not dangerous + it's night time,
2,Daisy,A17,lying,5,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 1, 1]","[0, 1, 1, 1]",There are humans and animals in the checked boxes.,1.0,"1 |  The two people are sleeping, so I think slow music would fit best.",3.0,"3 |  They are sleeping, so the pitch should not be too high to wake them up.",3.0,3 |  And sparse music would be better for sleeping.,
3,Doky,A17,lying,0,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 1, 1]","[0, 0, 0, 0]",역동적인 느낌이 없음.,1.0,1 |  인물의 역동적 움직임이 없기 때문에 느린 템포가 연상됨.,4.0,4 |  '쉼'이지만 너무 낮지는 않은 음이 어울림. 그림의 색채가 비교적 밝고 강렬함. ,2.0,2 |  음악의 밀도는 낮고 좀 차분하고 잔잔한 음악이 어울림. ,
4,chanpig,A17,lying,2,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]",사람들이 일을하다가 누어있ㄴ음,2.0,2 |  일을하다가 쉬는중에 잠을 자는데 푹 잠든 느낌 ,2.0,2 |  일을하다가 쉬는중에 잠을 자는데 푹 잠든 느낌 ,2.0,2 |  일을하다가 쉬는중에 잠을 자는데 푹 잠든 느낌 배경 색감이 어두운걸로 보아 밤이 되어가는 그느낌이밀도가 낮을듯하다,
5,곤듀,A17,lying,1,"[0, 0, 0, 1]","[0, 0, 0, 1]","[1, 1, 1, 1]","[0, 1, 1, 1]","인물들의 쉬고 있는 동작, 주변의 작업 도구, 쌓여있는 짚단?이 보임에 따라 어떠한 일이 끝난 후를 보여주는 정적인 느낌을 받음",3.0,3 |  정적인 느낌을 주는 그림에는 다소 느린 템포의 음악이 어울릴 것으로 생각함,3.0,"3 |  본 그림에서는 정적이면서도, 평안한 느낌을 받음. 매우 낮은 음은 해당하지 않으며, 약간 낮은 음에서 보통음까지 어울릴 것이라고 생각함",3.0,3 |  너무 늘어지는 매우 낮은 밀도는 제외하고 적당히 낮은 밀도에서 보통까지 어울릴 것이라고 생각함.,
6,이인애,A17,lying,2,"[0, 0, 0, 0]","[0, 0, 0, 0]","[1, 1, 0, 0]","[0, 0, 1, 1]",배경선과인물구도가같은가로평행구조,1.0,1,2.0,2,3.0,3,
7,고고,A17,lying,0,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 1, 1]","[0, 0, 1, 1]",잠든 모습,0.0,0,0.0,0,0.0,0,
8,경,A17,lying,1,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 1, 1, 1]","[0, 0, 1, 1]","사람들이 자고 있는 모습에서 정적인 느낌을, 그러나 동물 그림으로부터 아주아주 약간의 동적인 느낌을 얻을 수 있음.",1.0,1 |  잠을 자고 있는 정적인 모습을 잘 드러냄.,3.0,"3 |  잠을 자는 정적인 모습, 움직일지도 모르는 동물 장면에 잘 어울림.",2.0,2 |  낮은 밀도가 대체로 정적인 이 그림과 잘 어울림.,
9,yoni,A17,lying,2,"[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 1, 1, 1]","[0, 0, 0, 0]",인물의 자세 그림의 시간대 얌전한 동물,3.0,3,7.0,7,3.0,3,
10,밍경댕,A17,lying,2,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 1, 1, 1]","[0, 0, 1, 1]",낮잠을 자는 자세가 평화로워 보임,2.0,2 |  농기구와 멀리 떨어진 곳에 폭신한 침대까지 만들어 누운 걸 보니 힘듦보다는 편안한 휴식이 느껴짐.,7.0,7 |  맑은 하늘과 평화를 높은 음으로 표현할 것 같음,2.0,2 |  가벼운 밀도로 일상의 평화를 표현할 것 같음.,
11,배뀽,A17,lying,2,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 1, 1]","[0, 0, 1, 1]","낮잠 자고 있고, 윗부분에 검은색이 역동성을 저해함",1.0,1 | 잠을 자고 있기에 빠르면 안됨,2.0,2 | 늦음으로 잔잔하게 흘러 가야함,4.0,4 | 색감이 많아서 꽉찬 느낌,
12,미지,A17,lying,5,"[0, 0, 0, 0]","[1, 1, 1, 0]","[1, 1, 1, 0]","[0, 0, 0, 0]",확연한 색 대비가 역동적인 느낌을 줌,2.0,2 | 휴식의 이미지를 표현,5.0,5 | 잘 모르겠음,2.0,2 | 휴식에 맞는 단조로운 느낌의 낮은 밀도로 표현하고싶음,
13,boldmas,A17,lying,4,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 1, 1, 1]","[0, 1, 1, 1]",The subjects of the painting are placed in there,3.0,3 | the image conveys a feeling of restfulness,6.0,6 | the bright colors; it feels some time around noon. And the lively brush strokes.,3.0,3 | everyone including the animal are resting and not much is happening.,
14,Seong Ho,A17,lying,0,"[0,0,0,0]","[0,0,0,0]","[0,0,1,1]","[0,1,1,1]","사막이 주는 적막함, 쉬고 있는 사람들, 멈춰있는 바퀴 달린 물체.",0.0,  고요한 느낌이 표현되었으면 함.,3.0,  쉬는 느낌이 표현되었으면 함. 피치가 높으면 스트레스 받을 것 같음.,0.0,  쉬는 느낌 표현 원함.,적막함.
15,5e67524094c67a000a04ca8e,A17,lying,8,"[1,1,1,0]","[0,1,1,0]","[0,0,1,1]","[0,0,1,1]",This photo is similar to others I've seen in this study which shows a lot of depth and more than meets the eye when you keep looking. ,2.0,,2.0,,2.0,,
16,6400dc9af341e8a575a457f6,A17,lying,9,"[0,0,0,0]","[0,1,1,0]","[0,0,1,1]","[0,1,1,1]",variation from the background,2.0,,3.0,,6.0,,
17,5e4875f3110b3730eefa32a1,A17,lying,6,"[1,1,1,1]","[1,1,1,0]","[0,0,0,0]","[0,0,0,0]",bright blue used,5.0,,5.0,,5.0,,
18,5e909d9ac9ce2503b2650797,A17,lying,0,"[1,0,0,0]","[0,0,0,0]","[0,0,0,0]","[0,0,0,0]",i don't feel it's dynamic,1.0,,1.0,,4.0,,
19,5fc00a11268eb941e7d8b066,A17,lying,7,"[0,0,0,0]","[0,0,0,0]","[0,0,1,0]","[0,0,0,0]",The couple sleeping together evokes a warm emotion of belonging and unity.,1.0,,2.0,,7.0,,
20,5b295f60bbd4880001117976,A17,lying,2,"[0,0,0,0]","[0,1,0,0]","[0,0,0,0]","[0,0,0,0]",Figure is still with only slight movement possibly in the background.,2.0,,2.0,,2.0,,
21,630100561dc47fd83f5b4745,A17,lying,5,"[0,0,0,0]","[0,0,0,0]","[0,1,1,1]","[0,1,1,1]","Looks like a couple of sleeping with one of the people laying on the other, which makes me think of how a body moves while sleeping. ",0.0,,1.0,,0.0,,
22,5f7959d0b6791155e6932dd1,A17,lying,6,"[0,0,0,0]","[0,0,0,0]","[0,0,0,1]","[1,1,1,1]",The lines of the ground feel like they are swaying and bring movement ot the picture when everything else seems still.,3.0,  A steady slow rhythm to mimic the movement of the grass.,3.0,  A low earthy pitch to show the natural environment of the picture.,5.0,  Moderate density as the picture has a calm but sleepy quality.,The music should be gentle and sleepy like the picture.
23,5967e9a831394d0001abdb3f,A17,lying,0,"[0,0,0,0]","[0,0,0,0]","[0,0,1,1]","[0,0,1,1]",The figures are sleeping so are not dynamic,0.0,,0.0,,1.0,,Something soothing
24,657421f9661ce9a8cd7482d1,A17,lying,10,"[0,0,0,0]","[0,0,0,1]","[0,1,1,1]","[0,1,1,1]",The area covered shows the major aspect of the art work,0.0,  Low tempo song is unique for this art piece ,0.0,  Low pitch is unique for this art piece ,0.0,  Low density is unique for this art piece ,
25,5e56590389b924000c184113,A17,lying,1,"[0,0,0,0]","[0,1,1,0]","[0,1,1,1]","[0,0,0,0]","a sense of rest and slumber, calm",0.0,,3.0,,1.0,,
26,65c4bfbc22bc351322c66e32,A17,lying,5,"[0,1,0,0]","[0,0,1,0]","[0,1,0,0]","[0,0,0,0]",Special and beautiful,3.0,,3.0,,3.0,,
27,63f77942d3cad20e65a411a9,A17,lying,10,"[1,1,1,1]","[1,1,1,1]","[1,1,1,1]","[1,1,1,1]","the whole picture looks like its moving, like how the air wobbles on a hot day",1.0,,2.0,,1.0,,
28,5c584d2040378900013b6fb9,A17,lying,7,"[0,0,0,0]","[0,0,0,0]","[0,1,1,1]","[0,1,1,1]","This shows the rest and possible exhaustion the couple are feeling, along with the work horse in the background still working away",5.0,  both working hard and relaxing are shown,4.0,,3.0,,
29,613e454dca2db9fcef1f8e8d,A17,lying,0,"[0,0,0,0]","[0,1,0,0]","[0,1,1,1]","[0,1,1,1]","Two figures reclining as if sleeping, one has his arms behind his head in a restful pose",1.0,  To represent sleep and rest. ,3.0,  More restful that higher pitched sounds,5.0,  There is an emotional depth to the scene,"quiet, lulling, restful music"
