,name,artwork,poseType,sod,gRoq1_mat,gRoq2_mat,gRoq3_mat,gRoq4_mat,reasons,tempo_score,tempo,pitch_score,pitch,density_score,density,additional_perception
1,Seong Ho,7,ballet,8,"[0,0,0,0]","[0,1,1,0]","[0,1,1,0]","[0,1,1,0]",춤 추는 남자와 여자가 역동적임. 그렇다고 춤이 너무 역동적이진 않음.,7,  이제 막 춤추기 시작한 느낌 표현 원함.,8,  춤을 막 배우는 느낌 표현 원함.,9,  다수의 사람들이 있다는 느낌을 표현하였으면 함.,널부러진 꽃
2,6400dc9af341e8a575a457f6,7,ballet,4,"[0,0,0,0]","[1,1,1,0]","[1,1,1,0]","[1,1,1,0]",the four people on the left are more accentuated and highlighted than the other figure far right,6,nan,6,nan,6,nan,nan
3,6400dc9af341e8a575a457f6,7,ballet,4,"[0,0,0,0]","[1,1,1,0]","[1,1,1,0]","[1,1,1,0]",the four people on the left are more accentuated and highlighted than the other figure far right,6,nan,6,nan,6,nan,nan
4,5e4875f3110b3730eefa32a1,7,ballet,2,"[0,0,0,0]","[0,0,0,0]","[0,0,0,0]","[0,1,0,0]",not particularly dynamic,2,nan,3,nan,4,nan,nan
5,5e909d9ac9ce2503b2650797,7,ballet,3,"[0,0,0,0]","[0,1,1,0]","[0,1,1,0]","[0,1,1,0]",all of their posing shows movement,6,nan,6,nan,4,nan,nan
6,5fc00a11268eb941e7d8b066,7,ballet,7,"[0,0,0,0]","[0,0,1,0]","[0,0,0,0]","[0,0,0,0]",The middle performer's face looks a little distorted so that's why I gravitated towards it first.,4,nan,3,nan,6,nan,nan
7,5b295f60bbd4880001117976,7,ballet,5,"[0,0,0,0]","[1,1,1,1]","[0,1,1,1]","[0,1,1,1]",Lady  and man dancing to musicians,6,nan,6,nan,5,nan,nan
8,630100561dc47fd83f5b4745,7,ballet,9,"[0,0,0,0]","[0,1,1,0]","[0,1,1,0]","[0,0,0,0]",They look to be dancing with arms up in the air. ,10,nan,8,nan,8,nan,nan
9,5f7959d0b6791155e6932dd1,7,ballet,5,"[0,0,0,0]","[0,1,1,0]","[0,1,1,0]","[0,0,0,0]","The two dancers in the middle are what brings dynamism to the picture as it is in contrast to the others in the picture who look static, just watching.",6,  The figure look like they are dancing to jolly music and so the accopanying music should be the same.,6,  The dance looks like it is of high pitch and so should the music.,4,"  The music should be light, like you could spring up to it, just as the figures are doing.",There should be a repeat melody that would be good for a dance with repeated choreography.
10,5967e9a831394d0001abdb3f,7,ballet,5,"[0,0,0,0]","[0,1,1,0]","[0,1,1,0]","[0,1,1,0]",The figures are engaged in dancing,5,nan,4,nan,4,nan,Something classic to represent the era
11,657421f9661ce9a8cd7482d1,7,ballet,8,"[0,1,1,1]","[0,1,1,1]","[0,1,1,1]","[0,1,1,1]",a unique sense of dynamic art work,5,  Moderate tempo music is good for the art work ,5,  Moderate density music is good for the art work ,5,  Moderate density music is good for the art work ,nan
12,5e56590389b924000c184113,7,ballet,5,"[0,0,0,0]","[0,1,1,0]","[0,1,1,0]","[0,1,1,0]",A happy couple dancing. Movement but emotionally happy,8,nan,5,nan,7,nan,nan
13,65c4bfbc22bc351322c66e32,7,ballet,5,"[0,0,0,0]","[0,1,0,0]","[0,0,0,0]","[0,0,0,0]",Outstanding,2,nan,3,nan,5,nan,nan
14,63f77942d3cad20e65a411a9,7,ballet,7,"[0,0,0,0]","[1,1,1,1]","[1,1,1,1]","[1,1,1,1]","the people dancing, playing instruments",7,nan,7,nan,9,nan,nan
15,5c584d2040378900013b6fb9,7,ballet,5,"[0,0,0,0]","[1,1,1,1]","[1,1,1,1]","[1,1,1,0]",This shows dance and instrument playing in a methodical manner,5,nan,6,nan,5,nan,nan
16,613e454dca2db9fcef1f8e8d,7,ballet,6,"[0,0,0,0]","[1,1,1,0]","[1,1,1,0]","[0,1,1,0]","The figures dancing show movement, but the cat and the standing figures contrast this with stillness.",6,  Something suitable for dancing,6,  I imagine music of this era to be on the higher side of pitch,4,"  Light , playful rather than heavy or intense",nan
