,name,artwork,poseType,sod,gRoq1_mat,gRoq2_mat,gRoq3_mat,gRoq4_mat,reasons,tempo_score,tempo,pitch_score,pitch,density_score,density,additional_perception
1,Seong Ho,A17,lying,0,"[0,0,0,0]","[0,0,0,0]","[0,0,1,1]","[0,1,1,1]","사막이 주는 적막함, 쉬고 있는 사람들, 멈춰있는 바퀴 달린 물체.",0,  고요한 느낌이 표현되었으면 함.,3,  쉬는 느낌이 표현되었으면 함. 피치가 높으면 스트레스 받을 것 같음.,0,  쉬는 느낌 표현 원함.,적막함.
2,6400dc9af341e8a575a457f6,A17,lying,9,"[0,0,0,0]","[0,1,1,0]","[0,0,1,1]","[0,1,1,1]",variation from the background,2,nan,3,nan,6,nan,nan
3,6400dc9af341e8a575a457f6,A17,lying,9,"[0,0,0,0]","[0,1,1,0]","[0,0,1,1]","[0,1,1,1]",variation from the background,2,nan,3,nan,6,nan,nan
4,5e4875f3110b3730eefa32a1,A17,lying,6,"[1,1,1,1]","[1,1,1,0]","[0,0,0,0]","[0,0,0,0]",bright blue used,5,nan,5,nan,5,nan,nan
5,5e909d9ac9ce2503b2650797,A17,lying,0,"[1,0,0,0]","[0,0,0,0]","[0,0,0,0]","[0,0,0,0]",i don't feel it's dynamic,1,nan,1,nan,4,nan,nan
6,5fc00a11268eb941e7d8b066,A17,lying,7,"[0,0,0,0]","[0,0,0,0]","[0,0,1,0]","[0,0,0,0]",The couple sleeping together evokes a warm emotion of belonging and unity.,1,nan,2,nan,7,nan,nan
7,5b295f60bbd4880001117976,A17,lying,2,"[0,0,0,0]","[0,1,0,0]","[0,0,0,0]","[0,0,0,0]",Figure is still with only slight movement possibly in the background.,2,nan,2,nan,2,nan,nan
8,630100561dc47fd83f5b4745,A17,lying,5,"[0,0,0,0]","[0,0,0,0]","[0,1,1,1]","[0,1,1,1]","Looks like a couple of sleeping with one of the people laying on the other, which makes me think of how a body moves while sleeping. ",0,nan,1,nan,0,nan,nan
9,5f7959d0b6791155e6932dd1,A17,lying,6,"[0,0,0,0]","[0,0,0,0]","[0,0,0,1]","[1,1,1,1]",The lines of the ground feel like they are swaying and bring movement ot the picture when everything else seems still.,3,  A steady slow rhythm to mimic the movement of the grass.,3,  A low earthy pitch to show the natural environment of the picture.,5,  Moderate density as the picture has a calm but sleepy quality.,The music should be gentle and sleepy like the picture.
10,5967e9a831394d0001abdb3f,A17,lying,0,"[0,0,0,0]","[0,0,0,0]","[0,0,1,1]","[0,0,1,1]",The figures are sleeping so are not dynamic,0,nan,0,nan,1,nan,Something soothing
11,657421f9661ce9a8cd7482d1,A17,lying,10,"[0,0,0,0]","[0,0,0,1]","[0,1,1,1]","[0,1,1,1]",The area covered shows the major aspect of the art work,0,  Low tempo song is unique for this art piece ,0,  Low pitch is unique for this art piece ,0,  Low density is unique for this art piece ,nan
12,5e56590389b924000c184113,A17,lying,1,"[0,0,0,0]","[0,1,1,0]","[0,1,1,1]","[0,0,0,0]","a sense of rest and slumber, calm",0,nan,3,nan,1,nan,nan
13,65c4bfbc22bc351322c66e32,A17,lying,5,"[0,1,0,0]","[0,0,1,0]","[0,1,0,0]","[0,0,0,0]",Special and beautiful,3,nan,3,nan,3,nan,nan
14,63f77942d3cad20e65a411a9,A17,lying,10,"[1,1,1,1]","[1,1,1,1]","[1,1,1,1]","[1,1,1,1]","the whole picture looks like its moving, like how the air wobbles on a hot day",1,nan,2,nan,1,nan,nan
15,5c584d2040378900013b6fb9,A17,lying,7,"[0,0,0,0]","[0,0,0,0]","[0,1,1,1]","[0,1,1,1]","This shows the rest and possible exhaustion the couple are feeling, along with the work horse in the background still working away",5,  both working hard and relaxing are shown,4,nan,3,nan,nan
16,613e454dca2db9fcef1f8e8d,A17,lying,0,"[0,0,0,0]","[0,1,0,0]","[0,1,1,1]","[0,1,1,1]","Two figures reclining as if sleeping, one has his arms behind his head in a restful pose",1,  To represent sleep and rest. ,3,  More restful that higher pitched sounds,5,  There is an emotional depth to the scene,"quiet, lulling, restful music"
