,name,artwork,poseType,sod,gRoq1_mat,gRoq2_mat,gRoq3_mat,gRoq4_mat,reasons,tempo_score,tempo,pitch_score,pitch,density_score,density,additional_perception
1,Seong Ho,19,satnding,0,"[0,0,0,0]","[0,1,1,0]","[0,1,1,0]","[0,1,1,0]",외롭게 서있는 여자가 정적인 느낌을 강하게 줌.,0,  외로운 느낌이 표현되었으면 함.,2,  톤다운된 색채감 표현 원함.,0,  외로운 느낌이 표현되었으면 함.,외로움. 사연있는 느낌.
2,6400dc9af341e8a575a457f6,19,satnding,3,"[0,0,0,0]","[0,0,0,0]","[0,1,0,1]","[1,1,1,1]",the ground of this image contains the most variation in colors,1,nan,2,nan,8,nan,nan
3,6400dc9af341e8a575a457f6,19,satnding,3,"[0,0,0,0]","[0,0,0,0]","[0,1,0,1]","[1,1,1,1]",the ground of this image contains the most variation in colors,1,nan,2,nan,8,nan,nan
4,5e4875f3110b3730eefa32a1,19,satnding,3,"[0,0,0,0]","[0,1,1,0]","[0,1,1,0]","[0,0,0,0]",the main character,3,nan,4,nan,5,nan,nan
5,5e909d9ac9ce2503b2650797,19,satnding,0,"[1,0,0,0]","[0,0,0,0]","[0,0,0,0]","[0,0,0,0]",not at all dynamic,1,nan,1,nan,6,nan,nan
6,5fc00a11268eb941e7d8b066,19,satnding,7,"[0,0,0,0]","[0,1,1,0]","[0,0,0,0]","[0,0,0,0]",The emotion of the woman's face really captivates the viewer.,3,nan,7,nan,1,nan,nan
7,5b295f60bbd4880001117976,19,satnding,5,"[0,0,0,0]","[0,1,1,0]","[0,1,1,0]","[0,1,1,0]",Figure appears haunted by something. ,2,nan,3,nan,5,nan,nan
8,630100561dc47fd83f5b4745,19,satnding,0,"[0,0,0,0]","[0,0,0,0]","[0,0,1,0]","[0,0,1,0]",Very little dynamic about this picture but her dress is dragging across the floor. ,0,nan,0,nan,1,nan,nan
9,5f7959d0b6791155e6932dd1,19,satnding,6,"[0,0,0,0]","[0,1,1,0]","[0,0,0,0]","[0,0,0,0]",The expression on the face of the figure is what drew in eyes and so brings the dynamism.,3,  There is a sense of longing in this picture tat would be best depicted in low tempo.,2,  The sadness of the picture should be shown in a low pitched music.,8,"  Although the colours in the picture is light, the feeling I get from the figure in heavy and sad and so I think it would be best depicted in a dense piece of music.",The music should be sorrowful and forlorn like the picture.
10,5967e9a831394d0001abdb3f,19,satnding,0,"[0,0,0,0]","[0,1,1,0]","[0,1,1,0]","[0,1,1,0]",The figure is standing still,1,nan,2,nan,1,nan,nan
11,657421f9661ce9a8cd7482d1,19,satnding,9,"[0,1,1,0]","[1,1,1,0]","[1,1,1,0]","[1,1,1,0]", perfect sense of dynamic,5,  Moderate tempo music is good for the art work ,5,  Moderate pitch music is good for the art work ,5,  Moderate density music is good for the art work ,nan
12,5e56590389b924000c184113,19,satnding,6,"[0,0,0,0]","[0,1,1,0]","[0,1,1,0]","[0,1,1,0]",Intensity of the portrait. ,7,nan,5,nan,8,nan,A richness and intensity
13,65c4bfbc22bc351322c66e32,19,satnding,3,"[0,1,1,0]","[1,0,0,0]","[0,1,0,0]","[0,0,1,0]",Very outstanding,5,nan,4,nan,5,nan,nan
14,63f77942d3cad20e65a411a9,19,satnding,0,"[0,0,0,0]","[0,0,0,0]","[0,0,0,0]","[1,0,0,0]",no sense of dynamics,2,nan,5,nan,3,nan,nan
15,5c584d2040378900013b6fb9,19,satnding,1,"[0,0,0,0]","[0,1,1,0]","[0,1,1,0]","[0,1,1,0]",There is no movement or energy to this. her dress is still,1,nan,1,nan,1,nan,nan
16,613e454dca2db9fcef1f8e8d,19,satnding,0,"[0,0,0,0]","[0,1,1,0]","[0,1,1,0]","[0,1,1,0]","The figure stands still, no movement indicated in arms or legs or clothing, her hair hangs straight",1,  it should be gentle and reflective to reflect the static ;thoughtful' pose,5,  There is a balance in the image between a haunting presence and a calm reflectiveness which i think it best represented by a moderate pitch,7,  There is an intensity created by the muted colours and the stillness of the pose.,nan
