,name,artwork,poseType,sod,gRoq1_mat,gRoq2_mat,gRoq3_mat,gRoq4_mat,reasons,tempo_score,tempo,pitch_score,pitch,density_score,density,additional_perception
1,Seong Ho,21,satnding,0,"[0,0,0,0]","[0,1,0,0]","[0,1,0,0]","[0,1,0,0]",서 있는 모습이 정적으로 느껴짐.,1,nan,10,  전체적으로 붉은색 계열의 느낌이 피치가 높은 음악과 잘 어울릴 것 같음.,2,"  정적이지만, 몇 가지 구조물이 존재해서 표현되었으면 함.",따뜻함
2,6400dc9af341e8a575a457f6,21,satnding,2,"[0,0,0,0]","[0,1,1,0]","[1,1,1,1]","[1,1,1,1]","since most of the image is in the same color, just different shades, the only dynamism I detect is the individual in the image that breaks up the background",1,nan,6,nan,3,nan,nan
3,6400dc9af341e8a575a457f6,21,satnding,2,"[0,0,0,0]","[0,1,1,0]","[1,1,1,1]","[1,1,1,1]","since most of the image is in the same color, just different shades, the only dynamism I detect is the individual in the image that breaks up the background",1,nan,6,nan,3,nan,nan
4,5e4875f3110b3730eefa32a1,21,satnding,3,"[1,0,0,1]","[0,0,0,0]","[0,0,0,0]","[1,0,0,1]",The piece has some bold colours applied which make this a dynamic piece,2,nan,2,nan,4,nan,nan
5,5e909d9ac9ce2503b2650797,21,satnding,0,"[1,0,0,0]","[0,0,0,0]","[0,0,0,0]","[0,0,0,0]","i just checked one area because i wasn't sure if i could leave blank, i don't think the picture is dynamic at all",1,nan,3,nan,1,nan,nan
6,5fc00a11268eb941e7d8b066,21,satnding,2,"[0,0,0,0]","[0,1,0,0]","[0,0,0,0]","[0,0,0,0]",Her face stands out against the faded background.,1,nan,8,nan,3,nan,nan
7,5b295f60bbd4880001117976,21,satnding,0,"[0,0,0,0]","[0,0,0,0]","[0,0,0,0]","[0,1,0,0]",There is no real sense of movement. it is more a portrait shot of a lady standing static.,1,nan,5,nan,5,nan,nan
8,630100561dc47fd83f5b4745,21,satnding,0,"[0,0,0,0]","[0,0,1,0]","[0,1,1,0]","[0,1,0,0]",Hands are clasped and legs in front of one another leaning against what looks like a boat. This is the only kind of motion or dynamism I can really detect in the art. ,1,nan,0,nan,2,nan,nan
9,5f7959d0b6791155e6932dd1,21,satnding,3,"[0,0,0,0]","[0,1,0,0]","[0,1,0,0]","[0,1,0,0]",The figure in the picture has the most impact as the background lacked definition.,2,  The picture is almost dreamlike with blurry lines and so the music should also be slow.,4,  I think the pitch should be middling on the low side to depict the vagueness of the picture.,2,  The music should be light and airy like the picture.,The sense of the music should be whimsical like the picture.
10,5967e9a831394d0001abdb3f,21,satnding,1,"[0,1,0,0]","[0,1,0,0]","[0,1,0,0]","[0,1,0,0]","The figure is still, in repose, but exudes a sense of presence",2,  Little movement needs  quiet music,2,nan,2,nan,Beautiful artwork but don't think music is necessary to appreciate it
11,657421f9661ce9a8cd7482d1,21,satnding,9,"[0,0,0,0]","[0,1,1,0]","[0,1,1,0]","[0,1,1,0]",The the art work is found in this region,5,  Moderate tempo song is okay for the art work with respect to the posture of the art work piece,5,  Moderate pitch song is the best  for the art work with respect to the posture of the art work piece,5,  The density of the music is moderately perfect.,nan
12,5e56590389b924000c184113,21,satnding,1,"[0,0,0,0]","[1,0,1,1]","[1,1,1,1]","[0,0,0,0]",A slight fluidity in the background,2,nan,6,nan,3,nan,nan
13,65c4bfbc22bc351322c66e32,21,satnding,5,"[0,1,0,0]","[0,0,0,0]","[0,0,1,0]","[0,0,0,0]",Outstanding,2,nan,2,nan,3,nan,nan
14,63f77942d3cad20e65a411a9,21,satnding,1,"[0,0,0,0]","[0,0,0,0]","[0,0,0,0]","[1,0,0,0]",there was no perceived level of dynamism ,3,nan,6,nan,3,nan,nan
15,5c584d2040378900013b6fb9,21,satnding,3,"[0,0,0,0]","[0,1,0,0]","[0,1,1,0]","[0,1,0,0]","The area shows the lady in a calmed pose, and you can see the garden in the background too. ",1,  Its calming with no drama,2,nan,1,  There isnt alot that goes on.,Maybe something feminine
16,613e454dca2db9fcef1f8e8d,21,satnding,0,"[0,0,0,0]","[0,1,0,0]","[0,1,1,0]","[0,1,0,0]","Legs and arms crossed indicate stillness, as well as the figure leaning slightly on something",2,"  There is a sense of peacefulness, but also a little energy indicated in the flowers behind the figure",6,"  Floral, light, but not so high as to contrast with the restfulness",3,  There is a gentleness and a lightness to the image,nan
