,name,artwork,poseType,sod,gRoq1_mat,gRoq2_mat,gRoq3_mat,gRoq4_mat,reasons,tempo_score,tempo,pitch_score,pitch,density_score,density,additional_perception
1,Seong Ho,A20,satnding,1,"[0,0,0,0]","[0,0,0,0]","[0,1,0,0]","[0,1,0,0]",서 있는 여자의 느낌이 정적임.,0,  한 두 음 정도 넓은 간격으로 나왔으면 함.,2,  어두운 느낌이 표현되었으면 함.,0,  한 두 음 정도 넓은 간격으로 표현되었으면 함.,음침함
2,5e67524094c67a000a04ca8e,A20,satnding,9,"[0,0,1,1]","[0,0,1,1]","[0,0,1,1]","[0,0,1,1]",This picture feels like it has a huge amount of depth,6,nan,4,nan,5,nan,nan
3,6400dc9af341e8a575a457f6,A20,satnding,3,"[0,0,0,0]","[0,0,0,0]","[0,1,0,0]","[0,1,0,0]","the image is quite boring and nondescript, with only the woman breaking up the monotony",2,nan,8,nan,5,nan,nan
4,5e4875f3110b3730eefa32a1,A20,satnding,1,"[0,0,0,0]","[0,0,0,0]","[0,1,0,0]","[0,0,0,0]",The girl's bright red top makes this part feel dynamic,2,nan,4,nan,4,nan,nan
5,5e909d9ac9ce2503b2650797,A20,satnding,2,"[0,0,0,0]","[0,0,0,0]","[0,1,0,0]","[0,0,0,0]",the bright red standing out ,3,nan,7,nan,5,nan,nan
6,5fc00a11268eb941e7d8b066,A20,satnding,4,"[0,0,0,0]","[0,0,0,0]","[0,1,0,0]","[0,0,0,0]",The red really stands out against the green background.,4,nan,3,nan,5,nan,nan
7,5b295f60bbd4880001117976,A20,satnding,1,"[0,0,0,0]","[0,0,1,0]","[0,0,0,0]","[0,0,0,0]",The lady is standing still but the eye is drawn to the woods where potentially some level of dynamism could arise.,5,nan,5,nan,5,nan,nan
8,630100561dc47fd83f5b4745,A20,satnding,1,"[0,0,0,0]","[0,1,0,0]","[0,1,0,0]","[0,1,0,0]",Looks at though the woman is leaning against a fence and its only the only movement I can detect in the picture. ,0,nan,0,nan,0,nan,nan
9,5f7959d0b6791155e6932dd1,A20,satnding,5,"[0,0,1,0]","[0,0,1,0]","[0,1,0,0]","[0,1,0,0]",The contrast between the darkness of the trees and the brightness of the figure brings the dynamism in the picture.,2,  I think the mood of the music should be brooding and slow to match the trees.,2,  The picture has a certain sombreness that I think would match a low pitch in music.,8,  The music should be dense to depict to foreboding that the picture also demonstrates in the world around the figure.,The music should be contemplative like the figure.
10,5967e9a831394d0001abdb3f,A20,satnding,1,"[0,0,0,0]","[0,0,0,0]","[0,1,0,0]","[0,1,0,0]","The figure is the only relief in the picture, but is still, so not dynamic",1,  Just needs a soft accompaniment,3,nan,1,nan,nan
11,657421f9661ce9a8cd7482d1,A20,satnding,8,"[0,0,0,0]","[0,0,0,0]","[0,1,0,0]","[0,1,0,0]",The area covered already show forth the beauty of the art piece without other backgrounds involved ,1,  The tempo must be low and quiet with respect to the picture so as to feel the environment of the art work,2,  Low pitch is also advisable in connection with the tempo enhancing the beauty of the environment where the art work was design from,5,  The density can be moderate ,nan
12,5e56590389b924000c184113,A20,satnding,2,"[0,0,0,0]","[0,0,0,0]","[0,1,0,0]","[0,1,0,0]",Calm and reflective,1,nan,5,nan,3,nan,nan
13,65c4bfbc22bc351322c66e32,A20,satnding,7,"[0,0,1,0]","[1,0,0,0]","[0,0,0,0]","[0,1,0,0]",Very outstanding look,3,nan,3,nan,3,nan,nan
14,63f77942d3cad20e65a411a9,A20,satnding,2,"[1,1,1,1]","[1,1,1,1]","[1,0,0,0]","[0,0,0,0]",the trees,1,nan,5,nan,1,nan,nan
15,5c584d2040378900013b6fb9,A20,satnding,5,"[0,0,0,0]","[0,0,1,1]","[0,1,1,1]","[0,1,1,1]",It needs the extra background space to show the isolation and loneliness of the piece,1,"  shes in waiting, lonely and calm.",2,nan,1,nan,nan
16,613e454dca2db9fcef1f8e8d,A20,satnding,0,"[0,0,0,0]","[0,0,0,0]","[0,1,0,0]","[0,1,0,0]","Figure standing still, resting back, arms tucked away",2,"  Peaceful, still, restful image reflects a slow tempo",4,  I feel this would reflect the calm nature of the image,7,"  There is a heavyness and depth in the painting of the trees and the road, as well as darkness in the foliage",nan
