,name,artwork,poseType,sod,gRoq1_mat,gRoq2_mat,gRoq3_mat,gRoq4_mat,reasons,tempo_score,tempo,pitch_score,pitch,density_score,density,additional_perception
1,Seong Ho,A6,dancing,8,"[0,0,0,0]","[0,1,1,1]","[1,1,1,1]","[0,0,1,0]","춤추는 여자, 여자의 옷깃에 날리는 바람을 표현한 점이 역동적임.",8,  적당히 빨랐으면 함.,6,nan,7,"  춤을 추고 있는 여성이 한명이고, 배경이 단조로움.",약간의 화려함.
2,6400dc9af341e8a575a457f6,A6,dancing,5,"[0,0,1,0]","[0,1,1,0]","[0,1,1,0]","[0,1,1,0]",indicates person moving,9,nan,8,nan,10,nan,nan
3,6400dc9af341e8a575a457f6,A6,dancing,5,"[0,0,1,0]","[0,1,1,0]","[0,1,1,0]","[0,1,1,0]",indicates person moving,9,nan,8,nan,10,nan,nan
4,5e4875f3110b3730eefa32a1,A6,dancing,4,"[0,1,1,0]","[0,1,1,0]","[0,1,1,0]","[0,0,0,0]",the character itself is dynamic,8,nan,4,nan,6,nan,nan
5,5e909d9ac9ce2503b2650797,A6,dancing,4,"[0,0,0,0]","[0,0,1,0]","[0,1,1,0]","[0,0,0,0]",the wave of the dress,7,nan,7,nan,6,nan,nan
6,5fc00a11268eb941e7d8b066,A6,dancing,2,"[0,0,0,0]","[0,0,0,0]","[0,0,1,0]","[0,0,0,0]",The red swinging dress is eye-catching.,6,nan,7,nan,3,nan,nan
7,5b295f60bbd4880001117976,A6,dancing,5,"[0,0,0,0]","[0,1,1,0]","[0,1,1,0]","[0,0,0,0]",Lady is dancing swishing her skirts.,5,nan,6,nan,6,nan,nan
8,630100561dc47fd83f5b4745,A6,dancing,9,"[0,0,0,0]","[0,1,1,1]","[0,1,1,0]","[0,0,0,0]",Movement from the lower half of the women's body makes it seem that she is swaying side to side. ,7,nan,8,nan,7,nan,nan
9,5f7959d0b6791155e6932dd1,A6,dancing,6,"[0,0,0,0]","[0,0,1,0]","[0,1,1,0]","[0,0,0,0]",The swish of the skirt and the movement is what gives the picture dynamism.,6,  The tempo should be faster to show the dancing movement of the figure in the picture.,6,  The tempo can be middle verging to high as the picture shows a sexy fun sense to the dance.,6,  Not to light but not to heavy as the dance in the picture is fun (light) but also sexy (dense).,The swish of the skirt should be depicted in the rhythm of the music.
10,5967e9a831394d0001abdb3f,A6,dancing,7,"[0,0,0,0]","[0,1,1,0]","[0,1,1,0]","[0,1,1,0]","The figure is dancing, creating dynamism by the implied movement in the artwork",6,nan,5,nan,6,  Need to create a sense of drama,nan
11,657421f9661ce9a8cd7482d1,A6,dancing,9,"[0,0,0,0]","[0,1,1,1]","[0,1,1,1]","[0,1,1,1]",A perfect and unique sense of dynamic art work,5,  Moderate tempo music is good for the art work ,5,  Moderate pitch music is good for the art work ,5,  Moderate density music is good for the art work ,nan
12,5e56590389b924000c184113,A6,dancing,8,"[0,0,0,0]","[0,1,1,0]","[0,1,1,0]","[0,0,0,0]",Movement of skirts and dance,8,nan,5,nan,5,nan,Rhythmic beat and sense of rhythm.
13,65c4bfbc22bc351322c66e32,A6,dancing,6,"[0,0,1,0]","[0,1,0,0]","[0,0,1,0]","[0,1,0,0]",Very beautiful,3,nan,3,nan,5,nan,nan
14,63f77942d3cad20e65a411a9,A6,dancing,5,"[0,0,1,0]","[0,1,1,0]","[0,1,1,0]","[0,1,1,0]",the dancing lady,7,nan,6,nan,8,nan,nan
15,5c584d2040378900013b6fb9,A6,dancing,5,"[0,0,1,0]","[0,1,1,0]","[0,1,1,0]","[0,1,0,0]",This shows the energy of her dress and possibly body,6,nan,5,nan,5,nan,nan
16,613e454dca2db9fcef1f8e8d,A6,dancing,8,"[0,0,0,0]","[0,1,1,0]","[0,1,1,0]","[0,0,0,0]","The movement of the skirt and the dancer's upper body, the lines around the skirt that indicate movment.",8,"  This looks like spanish flamenco which is very fast paced, the dress indicates this type of music",3,"  Fast and intense, depth of emotion conveyed by lower tones rather than light.",3,  I imagine this to be one or two instruments.,nan
