,name,artwork,poseType,sod,gRoq1_mat,gRoq2_mat,gRoq3_mat,gRoq4_mat,reasons,tempo_score,tempo,pitch_score,pitch,density_score,density,additional_perception
1,Seong Ho,A13,sit,2,"[0,0,0,0]","[0,0,1,0]","[0,1,1,0]","[0,1,1,0]",앉아서 멍때리는 여자 느낌이 정적임.,0,  아무 생각 안하는 느낌 표현 원함.,5,nan,2,"  멍때리는데, 풀이 많아서 너무 Sparse 느낌은 아님.",빽빽함. 몰래 쉬는 느낌.
2,5e67524094c67a000a04ca8e,A13,sit,4,"[0,1,1,1]","[0,1,1,1]","[0,0,0,0]","[0,0,0,0]",I see nature rustling slightly,4,nan,4,nan,4,nan,nan
3,6400dc9af341e8a575a457f6,A13,sit,9,"[0,0,0,0]","[0,0,1,0]","[0,1,1,0]","[0,1,1,1]",the person in the picture is the only remarkable thing about the image,2,nan,4,nan,7,nan,nan
4,5e4875f3110b3730eefa32a1,A13,sit,0,"[0,0,0,0]","[0,0,1,0]","[0,0,1,0]","[0,0,1,0]",main character,0,nan,3,nan,1,nan,nan
5,5e909d9ac9ce2503b2650797,A13,sit,2,"[0,0,0,0]","[0,0,0,0]","[0,0,1,0]","[0,0,0,0]",the look in the girls face,2,nan,2,nan,6,nan,nan
6,5fc00a11268eb941e7d8b066,A13,sit,5,"[0,0,0,0]","[0,0,1,0]","[0,0,1,0]","[0,0,0,0]",The lady's headwear contrasts with the background.,4,nan,7,nan,6,nan,nan
7,5b295f60bbd4880001117976,A13,sit,2,"[0,0,0,0]","[0,1,1,0]","[0,1,1,0]","[0,1,1,0]",Ladys is moving her stick through the field,2,nan,3,nan,3,nan,nan
8,630100561dc47fd83f5b4745,A13,sit,4,"[0,0,0,0]","[0,0,0,0]","[0,1,1,0]","[0,1,1,1]","The woman kneeling down, looking like she is waiting for something. ",0,nan,0,nan,1,nan,nan
9,5f7959d0b6791155e6932dd1,A13,sit,4,"[0,0,0,0]","[0,0,0,0]","[0,1,1,0]","[0,0,0,0]",The face of the figure is what brings dynamism to the picture and the viewer wonders what she is thinking.,4,  The tempo should be middling to depict the comtemplative nature of the picture.,3,  The music should be low and thoughtful like the picture.,5,  The density should also be middling like an idle thought.,The music should be simple and also have a sense of boredom like the figure in the picture.
10,5967e9a831394d0001abdb3f,A13,sit,2,"[0,0,0,0]","[0,0,1,0]","[0,1,1,0]","[0,1,1,0]","The figure is sitting down, but looks like she could move at any moment",3,  To accompany the seated position,3,nan,1,nan,nan
11,657421f9661ce9a8cd7482d1,A13,sit,10,"[0,1,1,1]","[0,1,1,1]","[0,1,1,1]","[0,1,1,1]",a very unique sense of dynamic,5,  Moderate tempo music is good for the art work ,5,  Moderate pitch music is good for the art work ,5,  Moderate density music is good for the art work ,nan
12,5e56590389b924000c184113,A13,sit,3,"[0,0,0,0]","[0,0,0,0]","[0,1,1,0]","[0,0,0,0]",The expression and activity of the figure impacts.,3,nan,5,nan,7,nan,Richness to colours and landscape
13,65c4bfbc22bc351322c66e32,A13,sit,5,"[0,0,0,0]","[0,0,1,0]","[0,1,0,0]","[0,0,0,0]",Undoubtedly very beautiful,2,nan,2,nan,6,nan,nan
14,63f77942d3cad20e65a411a9,A13,sit,5,"[0,0,0,0]","[1,1,1,1]","[0,0,0,0]","[0,0,0,0]",the long grass seems in motion,2,nan,3,nan,2,nan,nan
15,5c584d2040378900013b6fb9,A13,sit,3,"[0,0,0,0]","[0,0,1,0]","[0,1,1,0]","[0,1,1,1]",A lady still in possible hiding or boredom,1,nan,1,nan,2,nan,nan
16,613e454dca2db9fcef1f8e8d,A13,sit,3,"[0,0,1,0]","[1,0,0,0]","[0,0,1,0]","[0,0,1,0]","The vastness and solidity of the mountains in the background, contrasted with the grasses and plants in the foreground gives a sense of movement. I feel that the figure is about to get up and work.",3,nan,5,nan,6,  dramatic scenery,nan
