,name,artwork,poseType,sod,gRoq1_mat,gRoq2_mat,gRoq3_mat,gRoq4_mat,reasons,tempo_score,tempo,pitch_score,pitch,density_score,density
0,나비,A20,standing,2,"[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]","[0, 0, 0, 0]",움직임이 없음.,1.0,1,6.0,6 |  새소리가 조금 날 것 같아서 (약간의 높은 음?),2.0,2
1,rub,A20,standing,0,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 1, 0, 0]","[0, 0, 0, 0]","this pic is not really moving for me, but i think the artist wants me to notice the waving white dress",1.0,1,6.0,6 |  it's bright but silent,2.0,2 |  I don't want to interrupt the girl by fancy music
2,Daisy,A20,standing,6,"[1, 1, 0, 0]","[1, 1, 0, 0]","[0, 1, 0, 0]","[0, 1, 0, 0]","The road is still. Only the female should be moving, and probably the trees in the forest have their leaves move when there is wind.",3.0,3 |  It gives me a feeling of a peaceful afternoon.,2.0,2 |  The female looks a bit lonely.,2.0,2 |  The female is doing nothing much.
3,Doky,A20,standing,3,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 1, 0, 0]","[0, 0, 0, 0]",인물의 움직임이 크게 느껴지지는 않아 활기참이 느껴지지는 않지만 인물의 옷 색깔로 인하여 조금 역동적 느낌이 강조됨. (그래도 보통 이하),4.0,"4 |  인물의 행동에는 없지만, 의류의 색채적인 활기찬 부분이나, 환경의 웅장함으로 인하여 너무 느리지는 않은 보통정도의 템포가 어울릴 것 같음.  ",4.0,4 |  vibrant한 빨간 색채와 대비되는 어둡고 웅장한 숲의 느낌이 중화되어 보통의 높낮이가 이상적으로 생각됨. ,6.0,6 |  밀도 역시 보통보다 조금 높거나 딱 보통의 밀도가 그림의 평화로움과 인물의 발랄함을 동시에 잘 표현할 수 있을 것 같음. 
4,chanpig,A20,standing,3,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 0, 0]",내리막길에 사람이 나려가다 쉬어서 ,5.0,5 |  걸어내려갈것같아서 ,7.0,7 |  맑은 날에 가벼운 산책하는 느낌,5.0,5 |  산책을하는데 내리막길이라 너무 느리지않고 적당히 
5,곤듀,A20,standing,2,"[1, 1, 0, 0]","[1, 1, 0, 0]","[1, 1, 0, 0]","[0, 0, 0, 0]",숲?을 표현한듯한 부분에서 잎들이 흔들리는 듯한 느낌을 받음,1.0,1 |  그림이 전체적으로 우울함이 느껴짐 샘플상의 보통 이상의 템포는 전혀 떠오르지가 않음,0.0,0 |  개인적으로 그림에서 우울함과 쓸쓸함이 느껴지므로 샘플상의 매우 낮은 음이 적절하다고 생각함,0.0,0 |  개인적으로 이 그림에서는 호소력 짙은 표현이 어울리지 않다고 생각됨
6,이인애,A20,standing,4,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 1, 0]","[1, 1, 0, 0]",선의질감,4.0,4,6.0,6,7.0,7
7,고고,A20,standing,1,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 1, 0, 0]","[0, 0, 0, 0]",서있는 모습,1.0,1,1.0,1,1.0,1
8,경,A20,standing,1,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 0, 0]",가만히 서 있는 인물의 모습을 통해 대체로 정적인 분위기를 자아냄.,2.0,"2 |  정적인 분위기, 잠을 자는 정도는 아니고 가만히 서 있는 모습에 잘 어울림.",2.0,2 |  적당히 정적인 모습을 잘 드러냄.,2.0,2 |  적당히 정적인 모습을 잘 드러냄.
9,yoni,A20,standing,5,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 0, 0]",그림의 질감과 옷의 색감,3.0,3,9.0,9,7.0,7
10,밍경댕,A20,standing,3,"[0, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 0, 0]","[0, 1, 0, 0]",여인은 가만히 있어보이나 빨간 옷의 색상이나 화법이 조금은 역동성을 느끼게 해줌,2.0,2 |  배경이나 자세나 느린 음악이 잘 어울릴 것 같음.,4.0,4 |  약간 낮은 음으로 여인의 정적인 모습을 표현하고 너무 낮진 않은 음을 쓴 이유는 여인의 옷차림이나 배경의 우거짐을 통해 기온이 좀 따뜻할 것 같아서,6.0,6 |  밝은 느낌의 그림은 아니라 밀도가 조금은 있었으면 좋겠음.
11,배뀽,A20,standing,3,"[1, 1, 1, 1]","[1, 1, 1, 1]","[1, 1, 0, 0]","[0, 0, 0, 0]",나무의 흔들거림 ,5.0,5 |  일상의 평화로움 ,1.0,"1 |  고요한 느낌, 자연의 소리만 들릴 것 같음 ",2.0,2 |  클래식에 어울림 
12,미지,A20,standing,0,"[1, 1, 1, 1]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]",울창한 숲이 정적으로 보임,0.0,0 | 어두운 숲속의 느낌이 강해서,2.0,2 | 배경의 무게감이 무겁게 느껴져서,0.0,0 | 그림에서 단조로운 느낌이 듦
13,boldmas,A20,standing,5,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 0, 0]",The subject of the painting is placed there.,2.0,2 | The subject of the artwork is resting and nothing else seems to be happening.,4.0,4 | The dark forest gives the painting a somber feeling in contrast to the resting lady who is very bright and lively colors.,3.0,3 | The trees feel overwhelming in contrast to the woman.
